agent_id,step,semitone_before,semitone_after,delta_semitones
12,91,21.516827,21.546822,0.029995
12,93,21.546822,21.306816,-0.240005
12,95,21.306816,21.456814,0.149998
12,97,21.456814,21.606823,0.150009
12,99,21.606823,21.546822,-0.060001
13,2,-2.723179,-2.933178,-0.209999
13,4,-2.933178,-3.023180,-0.090002
13,6,-3.023180,-3.263180,-0.240000
13,8,-3.263180,-3.233185,0.029995
13,10,-3.233185,-2.993179,0.240005
13,12,-2.993179,-3.203178,-0.209999
13,14,-3.203178,-3.443184,-0.240005
13,16,-3.443184,-3.383183,0.060001
13,18,-3.383183,-3.143177,0.240005
13,20,-3.143177,-3.263180,-0.120003
13,22,-3.263180,-3.203178,0.060001
13,24,-3.203178,-3.263180,-0.060001
13,26,-3.263180,-3.503180,-0.240000
13,28,-3.503180,-3.593182,-0.090002
13,30,-3.593182,-3.713184,-0.120003
13,32,-3.713184,-3.923183,-0.209999
13,34,-3.923183,-3.713184,0.209999
13,36,-3.713184,-3.773180,-0.059996
13,38,-3.773180,-3.653183,0.119997
13,40,-3.653183,-3.773180,-0.119997
13,42,-3.773180,-3.923183,-0.150003
13,44,-3.923183,-4.103182,-0.179998
13,46,-4.103182,-4.193184,-0.090002
13,48,-4.193184,-3.953178,0.240005
13,50,-3.953178,-4.013180,-0.060001
13,52,-4.013180,-4.163177,-0.149998
13,56,-4.163177,-4.193184,-0.030006
13,60,-4.193184,-3.953178,0.240005
13,62,-3.953178,-4.043180,-0.090002
13,64,-4.043180,-4.283180,-0.240000
13,66,-4.283180,-4.133183,0.149998
13,68,-4.133183,-3.983185,0.149998
13,70,-3.983185,-3.953178,0.030006
13,72,-3.953178,-3.863182,0.089996
13,74,-3.863182,-3.833181,0.030001
13,76,-3.833181,-3.593182,0.240000
13,78,-3.593182,-3.353182,0.240000
13,80,-3.353182,-3.263180,0.090002
13,82,-3.263180,-3.383183,-0.120003
13,86,-3.383183,-3.233185,0.149998
13,88,-3.233185,-3.293180,-0.059996
13,90,-3.293180,-3.233185,0.059996
13,92,-3.233185,-3.413177,-0.179993
13,94,-3.413177,-3.353182,0.059996
13,96,-3.353182,-3.563181,-0.209999
13,98,-3.563181,-3.653183,-0.090002
14,1,-0.773180,-0.683178,0.090002
14,3,-0.683178,-0.803181,-0.120003
14,5,-0.803181,-0.593182,0.209999
14,7,-0.593182,-0.563181,0.030001
14,9,-0.563181,-0.743179,-0.179998
14,11,-0.743179,-0.593182,0.149998
14,13,-0.593182,-0.773180,-0.179998
14,15,-0.773180,-0.713184,0.059996
14,17,-0.713184,-0.623177,0.090008
14,19,-0.623177,-0.563181,0.059996
14,21,-0.563181,-0.533180,0.030001
14,23,-0.533180,-0.593182,-0.060001
14,25,-0.593182,-0.683178,-0.089996
14,27,-0.683178,-0.653183,0.029995
14,29,-0.653183,-0.443184,0.209999
14,31,-0.443184,-0.593182,-0.149998
14,33,-0.593182,-0.833181,-0.240000
14,35,-0.833181,-0.683178,0.150003
14,37,-0.683178,-0.833181,-0.150003
14,39,-0.833181,-0.683178,0.150003
14,41,-0.683178,-0.893177,-0.209999
14,43,-0.893177,-0.743179,0.149998
14,45,-0.743179,-0.653183,0.089996
14,47,-0.653183,-0.443184,0.209999
14,49,-0.443184,-0.683178,-0.239994
14,51,-0.683178,-0.743179,-0.060001
